Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
34.0,1,15.0,2,4.0,4.0,2.0,0,1,1,0.0,23621.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
41.0,3,12.0,3,3.0,3.0,4.0,1,1,0,0.0,28591.0,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
26.0,2,31.0,3,3.0,3.0,2.0,0,4,1,1.0,17942.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
53.0,1,11.0,2,3.0,3.0,5.0,0,4,1,0.0,32126.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
43.0,3,15.0,2,5.0,3.0,1.0,0,1,0,0.0,20346.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
31.0,3,13.0,3,1.0,3.0,5.0,0,1,1,1.0,21929.0,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
34.0,3,25.0,3,1.0,3.0,1.0,1,1,0,0.0,20304.0,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False
29.0,1,23.0,4,3.0,5.0,2.0,0,5,0,3.0,24339.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
35.0,3,9.0,4,4.0,3.0,7.0,0,5,1,3.0,20909.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
55.0,3,6.0,3,3.0,3.0,4.0,0,1,0,2.0,25239.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
36.0,3,16.0,2,3.0,3.0,2.0,0,1,1,1.0,24980.0,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
28.0,1,13.0,4,5.0,3.0,2.0,0,2,1,2.0,20865.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
38.0,1,18.0,4,4.0,3.0,6.0,0,3,0,2.0,22307.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
42.0,3,30.0,4,4.0,3.0,5.0,1,3,0,3.0,25760.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
40.0,3,8.0,3,3.0,3.0,1.0,0,3,1,0.0,32126.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
31.0,1,12.0,3,4.0,4.0,2.0,0,3,0,1.0,21100.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
29.0,1,15.0,3,5.0,4.0,3.0,0,4,0,2.0,20832.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
43.0,1,35.0,3,5.0,3.0,2.0,0,3,0,1.0,23201.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
54.0,1,20.0,3,2.0,5.0,3.0,0,1,1,1.0,23128.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
38.0,1,13.0,3,2.0,5.0,6.0,1,3,1,2.0,24652.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
28.0,1,7.0,3,5.0,5.0,7.0,0,3,0,2.0,22976.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
26.0,3,15.0,3,4.0,3.0,2.0,1,1,1,2.0,23585.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
50.0,1,10.0,3,5.0,5.0,6.0,0,3,1,2.0,23467.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
30.0,3,13.0,2,3.0,4.0,1.0,0,2,1,0.0,17983.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
56.0,3,9.0,3,4.0,3.0,6.0,0,1,1,1.0,23838.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
55.0,1,9.0,3,4.0,3.0,2.0,0,4,1,1.0,32126.0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
21.0,3,9.0,3,5.0,3.0,3.0,0,4,0,2.0,20722.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
32.0,1,22.0,4,4.0,3.0,3.0,0,4,1,3.0,21288.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
42.0,1,9.0,3,1.0,3.0,3.0,1,5,1,0.0,20231.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
44.0,1,18.0,2,4.0,3.0,3.0,0,1,1,1.0,26188.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
42.0,1,16.0,4,4.0,5.0,4.0,0,2,0,3.0,20916.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
23.0,1,12.0,3,1.0,5.0,2.0,1,3,1,2.0,16601.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
28.0,1,30.0,2,3.0,4.0,2.0,1,1,0,0.0,17408.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
50.0,1,14.0,3,4.0,4.0,5.0,0,4,0,2.0,29144.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
33.0,3,11.0,2,3.0,3.0,2.0,1,1,0,1.0,17851.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
55.0,1,8.0,3,4.0,3.0,1.0,0,5,0,0.0,17662.0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
38.0,2,16.0,3,3.0,3.0,4.0,0,3,0,2.0,21077.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
55.0,2,26.0,3,4.0,4.0,4.0,0,3,1,1.0,29403.0,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False
38.0,3,9.0,4,4.0,3.0,6.0,1,3,0,2.0,28280.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
43.0,1,13.0,2,3.0,5.0,1.0,0,5,1,0.0,24985.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
42.0,1,8.0,2,3.0,3.0,1.0,1,4,0,1.0,32126.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
29.0,1,8.0,3,3.0,4.0,1.0,0,4,1,0.0,17703.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
30.0,1,32.0,4,5.0,4.0,7.0,0,3,0,3.0,21224.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
46.0,1,9.0,4,5.0,3.0,3.0,0,3,1,2.0,20952.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
29.0,1,8.0,2,3.0,3.0,2.0,0,3,0,0.0,23853.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
42.0,1,9.0,3,1.0,3.0,3.0,1,5,0,0.0,20231.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
56.0,1,9.0,4,4.0,4.0,5.0,0,2,1,2.0,29654.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
30.0,1,26.0,3,4.0,3.0,6.0,0,5,0,1.0,22940.0,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
26.0,3,17.0,3,4.0,3.0,2.0,0,1,1,1.0,23628.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
26.0,1,12.0,3,3.0,5.0,3.0,0,5,1,2.0,22678.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
33.0,1,8.0,3,3.0,3.0,5.0,0,3,1,2.0,17496.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
30.0,1,26.0,2,3.0,5.0,1.0,0,4,1,0.0,24957.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
26.0,3,34.0,3,3.0,4.0,2.0,0,3,1,0.0,21272.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
30.0,1,10.0,4,5.0,3.0,3.0,0,1,0,3.0,30613.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
25.0,1,31.0,3,4.0,4.0,2.0,0,5,0,2.0,22275.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
27.0,1,15.0,2,3.0,4.0,7.0,0,3,0,0.0,17024.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
45.0,1,34.0,2,4.0,4.0,2.0,0,3,1,0.0,31704.0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False
50.0,1,15.0,3,4.0,4.0,6.0,0,4,0,1.0,26081.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
29.0,3,9.0,3,3.0,3.0,2.0,0,2,0,0.0,20561.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
59.0,1,9.0,3,4.0,3.0,6.0,0,1,0,1.0,21157.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
29.0,1,12.0,2,3.0,3.0,2.0,0,3,0,0.0,18131.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
32.0,1,16.0,3,5.0,4.0,2.0,1,3,1,1.0,21335.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
34.0,1,25.0,3,3.0,3.0,1.0,0,3,0,2.0,17661.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
50.0,3,9.0,4,5.0,4.0,4.0,0,3,1,3.0,24068.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
59.0,3,6.0,2,4.0,3.0,1.0,0,5,1,0.0,20473.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
27.0,3,6.0,3,3.0,4.0,1.0,1,2,0,2.0,21349.0,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False
35.0,1,17.0,3,4.0,4.0,3.0,0,2,1,1.0,20686.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
31.0,2,16.0,3,4.0,3.0,2.0,1,3,1,2.0,25025.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
26.0,1,12.0,3,3.0,3.0,2.0,1,1,0,1.0,17659.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
40.0,1,31.0,3,4.0,3.0,2.0,0,4,1,1.0,22786.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
45.0,3,15.0,3,3.0,5.0,5.0,1,1,0,0.0,25761.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
44.0,1,24.0,3,5.0,3.0,2.0,1,5,1,2.0,21115.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
50.0,1,10.0,3,3.0,4.0,4.0,0,5,0,1.0,32126.0,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
33.0,1,14.0,4,3.0,4.0,3.0,0,2,0,2.0,21472.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
32.0,1,14.0,3,1.0,3.0,6.0,0,3,1,2.0,20175.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
43.0,1,7.0,3,5.0,3.0,2.0,1,3,0,2.0,24740.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
33.0,1,15.0,4,2.0,3.0,7.0,0,3,1,3.0,23853.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
38.0,1,32.0,4,4.0,3.0,5.0,1,3,1,2.0,23127.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
27.0,1,12.0,3,4.0,3.0,1.0,0,1,0,1.0,17187.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
36.0,1,7.0,3,5.0,3.0,2.0,0,1,1,2.0,24041.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
47.0,1,35.0,2,3.0,4.0,2.0,1,3,1,0.0,26849.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
39.0,1,12.0,3,3.0,5.0,1.0,1,1,1,1.0,17404.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
42.0,2,8.0,3,1.0,5.0,1.0,0,1,1,1.0,21272.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
36.0,1,23.0,3,5.0,4.0,2.0,1,1,1,2.0,23466.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
37.0,1,19.0,3,5.0,3.0,2.0,0,1,1,1.0,27536.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
54.0,1,9.0,4,5.0,3.0,2.0,0,5,1,3.0,28847.0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
44.0,3,6.0,3,3.0,5.0,6.0,1,1,1,1.0,20454.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
35.0,1,17.0,3,4.0,4.0,3.0,0,1,1,2.0,20686.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
33.0,1,9.0,4,4.0,4.0,3.0,0,3,1,2.0,20071.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
44.0,1,35.0,4,3.0,3.0,6.0,0,3,0,3.0,23417.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
35.0,1,23.0,4,5.0,3.0,3.0,0,5,1,2.0,21231.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
33.0,1,7.0,4,4.0,5.0,6.0,0,4,1,3.0,22765.0,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
36.0,1,33.0,3,3.0,3.0,7.0,0,3,0,0.0,20237.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
59.0,1,9.0,3,4.0,3.0,4.0,0,3,0,1.0,17177.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
56.0,3,17.0,2,4.0,5.0,5.0,0,5,0,1.0,20380.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
60.0,1,21.0,3,4.0,3.0,2.0,1,5,1,1.0,29190.0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
38.0,1,7.0,3,5.0,5.0,4.0,0,4,0,2.0,22598.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
46.0,3,32.0,3,4.0,4.0,1.0,0,4,1,2.0,22991.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
20.0,3,7.0,4,6.0,5.0,2.0,0,3,1,1.0,21003.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
58.0,1,29.0,2,3.0,3.0,2.0,0,3,1,1.0,17372.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
37.0,1,17.0,2,3.0,3.0,2.0,1,3,0,1.0,27185.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
24.0,1,6.0,3,3.0,3.0,3.0,1,3,1,2.0,17293.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
22.0,3,7.0,3,5.0,4.0,3.0,1,5,1,2.0,20852.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
37.0,1,16.0,4,5.0,3.0,2.0,1,2,0,2.0,22066.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
28.0,3,9.0,4,4.0,3.0,3.0,1,4,1,3.0,23156.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
30.0,1,30.0,3,2.0,3.0,3.0,0,2,1,2.0,21378.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
30.0,3,9.0,4,5.0,4.0,4.0,0,4,1,1.0,25322.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
45.0,3,8.0,2,5.0,3.0,1.0,0,5,0,0.0,21632.0,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False
19.0,1,9.0,3,3.0,4.0,2.0,0,3,1,0.0,16483.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
25.0,1,11.0,3,5.0,3.0,2.0,0,3,0,1.0,21840.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
24.0,1,16.0,3,4.0,5.0,3.0,0,3,0,2.0,21178.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17519.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
40.0,3,9.0,3,2.0,3.0,2.0,0,1,0,1.0,26558.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
51.0,3,33.0,2,3.0,3.0,2.0,1,5,1,1.0,29026.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
40.0,1,8.0,3,3.0,3.0,3.0,0,1,1,1.0,17001.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
26.0,3,10.0,2,4.0,3.0,2.0,1,2,1,1.0,20828.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
29.0,1,13.0,2,3.0,5.0,4.0,0,4,0,0.0,17062.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
30.0,1,15.0,4,5.0,3.0,3.0,1,3,0,1.0,23734.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
28.0,1,15.0,3,6.0,3.0,3.0,0,1,1,2.0,23299.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
35.0,1,31.0,3,4.0,4.0,4.0,0,3,1,1.0,25903.0,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False
31.0,1,15.0,2,3.0,4.0,2.0,0,3,1,1.0,25648.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
37.0,3,10.0,3,5.0,3.0,3.0,1,1,1,1.0,29003.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
37.0,3,7.0,4,4.0,3.0,7.0,0,1,1,2.0,25493.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
45.0,1,6.0,2,3.0,3.0,5.0,0,1,1,1.0,20399.0,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False
34.0,1,22.0,4,4.0,3.0,2.0,1,1,1,2.0,23556.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
33.0,1,31.0,2,4.0,4.0,5.0,1,4,0,0.0,17313.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
33.0,1,31.0,2,4.0,4.0,5.0,1,4,1,0.0,17313.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
33.0,3,14.0,4,4.0,3.0,6.0,0,5,1,2.0,27882.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
54.0,1,13.0,3,4.0,3.0,4.0,0,5,1,2.0,21128.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
61.0,3,23.0,3,4.0,5.0,2.0,0,4,1,2.0,24083.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
54.0,3,9.0,2,3.0,5.0,3.0,0,4,1,1.0,20940.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
33.0,3,15.0,3,2.0,3.0,3.0,0,5,0,1.0,24887.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
35.0,2,30.0,3,4.0,5.0,2.0,1,3,1,1.0,28628.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
28.0,1,9.0,3,4.0,3.0,4.0,0,3,0,2.0,21258.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
35.0,1,33.0,2,4.0,5.0,2.0,0,4,0,1.0,17559.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
26.0,1,9.0,3,3.0,5.0,1.0,0,3,0,1.0,18102.0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
33.0,3,16.0,2,1.0,3.0,1.0,1,4,1,1.0,23380.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
30.0,1,22.0,3,5.0,3.0,2.0,1,3,0,1.0,22871.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
49.0,1,7.0,3,5.0,5.0,2.0,0,4,0,2.0,32126.0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
41.0,1,34.0,2,4.0,4.0,1.0,0,5,1,1.0,28570.0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
20.0,1,12.0,3,4.0,3.0,2.0,1,1,0,0.0,17926.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
58.0,1,31.0,3,3.0,3.0,5.0,1,4,1,2.0,28117.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
28.0,1,22.0,3,1.0,5.0,1.0,0,5,0,1.0,20661.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
44.0,1,29.0,3,3.0,4.0,5.0,0,3,0,1.0,17042.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
46.0,3,6.0,2,1.0,5.0,2.0,0,4,1,1.0,32126.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
48.0,3,21.0,3,4.0,5.0,4.0,0,2,0,2.0,23638.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
46.0,2,31.0,3,4.0,4.0,3.0,0,4,0,1.0,20855.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
36.0,1,32.0,3,4.0,3.0,3.0,1,3,1,2.0,29066.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
42.0,1,27.0,2,3.0,3.0,3.0,0,2,0,0.0,20265.0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
33.0,1,17.0,3,4.0,3.0,7.0,0,1,0,1.0,22111.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
41.0,3,9.0,4,4.0,4.0,7.0,0,4,1,2.0,23005.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
27.0,1,15.0,4,3.0,4.0,2.0,0,3,0,1.0,17279.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
40.0,1,21.0,3,4.0,3.0,2.0,0,1,1,1.0,25435.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
36.0,3,14.0,2,3.0,3.0,5.0,0,3,1,0.0,20079.0,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
32.0,1,19.0,4,4.0,3.0,2.0,1,4,1,3.0,22607.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
35.0,1,9.0,2,4.0,3.0,2.0,0,2,1,1.0,16281.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
37.0,1,9.0,4,4.0,3.0,6.0,0,5,1,2.0,21197.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
52.0,1,17.0,2,3.0,3.0,1.0,0,1,1,0.0,18149.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
31.0,1,7.0,3,6.0,3.0,5.0,0,4,1,1.0,22511.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
36.0,3,6.0,4,4.0,5.0,3.0,0,4,0,1.0,27747.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
39.0,3,10.0,2,4.0,3.0,5.0,0,5,1,0.0,20902.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
46.0,1,6.0,3,3.0,5.0,1.0,0,1,0,2.0,24396.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
32.0,3,14.0,4,3.0,3.0,6.0,0,2,1,1.0,25607.0,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False
36.0,1,9.0,2,3.0,3.0,6.0,0,1,0,1.0,17835.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
48.0,3,11.0,4,4.0,3.0,5.0,0,4,0,3.0,21654.0,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False
29.0,1,9.0,3,4.0,3.0,2.0,0,1,0,2.0,26935.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
40.0,3,8.0,2,3.0,4.0,1.0,0,1,0,0.0,20715.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
34.0,1,13.0,2,3.0,4.0,1.0,0,3,1,0.0,26994.0,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
36.0,1,7.0,3,5.0,3.0,7.0,0,1,1,2.0,20936.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
33.0,3,12.0,3,4.0,4.0,3.0,0,3,1,2.0,25202.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
55.0,1,8.0,3,3.0,4.0,4.0,0,2,1,1.0,25976.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
53.0,1,13.0,2,3.0,3.0,4.0,0,1,1,1.0,32126.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
33.0,1,20.0,2,3.0,3.0,6.0,1,2,0,1.0,17436.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
27.0,1,9.0,3,5.0,3.0,2.0,0,3,0,1.0,22582.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
56.0,1,27.0,3,4.0,3.0,5.0,1,1,0,1.0,24093.0,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
36.0,1,12.0,4,4.0,4.0,2.0,0,3,1,2.0,26773.0,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
41.0,1,15.0,3,3.0,3.0,3.0,0,4,0,2.0,32126.0,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
55.0,3,8.0,2,4.0,3.0,1.0,0,5,0,0.0,28577.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
56.0,1,6.0,2,3.0,3.0,2.0,0,3,0,0.0,21306.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
23.0,1,10.0,2,3.0,4.0,2.0,0,3,1,1.0,18295.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
45.0,1,16.0,4,4.0,5.0,3.0,1,3,1,1.0,21237.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
35.0,1,7.0,4,4.0,4.0,3.0,0,5,0,1.0,23003.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
28.0,1,18.0,3,3.0,3.0,2.0,1,4,1,1.0,17515.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
38.0,1,9.0,4,5.0,3.0,7.0,0,1,1,3.0,23841.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
55.0,1,26.0,4,4.0,5.0,2.0,1,3,0,3.0,24163.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
52.0,3,9.0,3,4.0,4.0,4.0,0,4,0,1.0,29274.0,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
39.0,3,9.0,3,5.0,3.0,5.0,0,5,1,2.0,23927.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
46.0,3,9.0,2,3.0,3.0,4.0,0,2,1,0.0,32126.0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
37.0,3,18.0,4,4.0,3.0,2.0,0,5,0,1.0,28416.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
28.0,3,15.0,3,4.0,4.0,3.0,0,2,0,1.0,24892.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
35.0,1,16.0,2,3.0,3.0,4.0,1,1,1,0.0,21142.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
47.0,1,6.0,3,3.0,4.0,1.0,0,5,0,0.0,26957.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
39.0,3,9.0,2,3.0,3.0,5.0,1,4,1,1.0,20238.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
36.0,3,15.0,4,5.0,3.0,6.0,1,5,1,3.0,29055.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
24.0,1,13.0,4,2.0,5.0,3.0,1,3,0,1.0,20279.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
26.0,1,8.0,2,1.0,3.0,2.0,0,3,1,1.0,20472.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
25.0,1,24.0,4,5.0,4.0,3.0,0,3,1,2.0,20805.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
56.0,3,12.0,2,1.0,5.0,1.0,0,3,1,0.0,28212.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
35.0,3,9.0,3,3.0,3.0,7.0,0,5,0,2.0,22823.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
